編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPPNMLLJPHGGFKD18CC,35,33.06,車庫、住宅。,鋼筋混凝土造,75年8月19日,四層,
RPQNMLLJPHGGFBD37CC,26,224.41,住商用,鋼筋混凝土造,84年6月16日,八層,
RPQNMLLJPHGGFBD37CC,26,.70,儲藏室,鋼筋混凝土造,84年6月16日,八層,
RPQNMLLJPHGGFBD37CC,26,.00,共有部分,鋼筋混凝土造,84年6月16日,八層,
RPQNMLLJPHGGFBD37CC,26,67.67,共有部分,鋼筋混凝土造,84年6月16日,八層,
RPQNMLLJPHGGFCD47CC,40,68.77,住家用,鋼筋混凝土造,70年2月3日,五層,
RPQNMLLJPHGGFCD47CC,40,10.87,共有部分,鋼筋混凝土造,70年2月3日,五層,
RPSNMLLJPHGGFCD67CC,37,23.14,住商用,加強磚造,73年10月18日,二層,
RPTNMLLJPHGGFKD58CC,36,123.09,住家用,鋼筋混凝土造,74年10月15日,二層,
RPUOMLLJPHGGFKD78CC,38,52.20,住家用,加強磚造,72年1月26日,二層,
RPUOMLLJPHGGFKD78CC,38,5.98,共有部分,加強磚造,72年1月26日,二層,
RPPNMLMJPHGGFID08CC,2,184.00,工廠,鋼骨構造,108年11月28日,一層,
RPWNMLMJPHGGFCD18CC,27,15.76,共有部分,鋼筋混凝土造,83年5月10日,五層,
RPWNMLMJPHGGFCD18CC,27,37.50,住家用,鋼筋混凝土造,83年5月10日,五層,
RPTOMLMJPHGGFBD87CC,7,7.59,農業資材室,鋼骨構造,103年3月21日,一層,
RPSOMLMJPHGGFDD97CC,37,224.24,自用農舍,加強磚造,73年2月18日,二層,
RPQOMLMJPHGGFHD18CC,14,590.31,住家用,鋼筋混凝土造,96年11月13日,四層,
RPSOMLMJPHGGFHD38CC,28,211.70,住商用,鋼筋混凝土造,82年12月21日,四層,
RPWOMLMJPHGGFHD78CC,27,86.42,住家用,鋼筋混凝土造,83年9月23日,八層,
RPWOMLMJPHGGFHD78CC,27,12.78,梯間，機械室，水箱,鋼筋混凝土造,83年9月23日,八層,
RPUOMLMJPHGGFKD88CC,27,80.92,住家用,鋼筋混凝土造,83年5月4日,十五層,
RPUOMLMJPHGGFKD88CC,27,21.13,共有部分,鋼筋混凝土造,83年5月4日,十六層,
RPUOMLMJPHGGFKD88CC,27,10.80,共有部分,鋼筋混凝土造,83年5月4日,十五層,
RPROMLMJPHGGFKD58CC,38,86.82,住家用,鋼筋混凝土造,72年2月24日,五層,
RPROMLMJPHGGFKD58CC,38,5.18,共有部分,鋼筋混凝土造,72年2月24日,,
RPROMLMJPHGGFKD58CC,38,.35,防空避難室。,鋼筋混凝土造,72年2月24日,地下層,
